,uuid,stack,round
0,high-iq,10100,1
1,high-iq,10100,2
2,high-iq,10120,3
3,high-iq,10200,4
4,high-iq,10280,5
5,high-iq,10380,6
6,high-iq,10400,7
7,high-iq,10360,8
8,high-iq,10420,9
9,high-iq,10480,10
10,high-iq,10440,11
11,high-iq,10520,12
12,high-iq,10620,13
13,high-iq,10580,14
14,high-iq,10540,15
15,high-iq,10620,16
16,high-iq,10680,17
17,high-iq,10680,18
18,high-iq,10640,19
19,high-iq,10720,20
20,high-iq,10720,21
21,high-iq,10780,22
22,high-iq,10740,23
23,high-iq,10700,24
24,high-iq,10780,25
25,high-iq,10780,26
26,high-iq,10800,27
27,high-iq,10760,28
28,high-iq,10820,29
29,high-iq,10880,30
30,high-iq,10900,31
31,high-iq,10940,32
32,high-iq,11000,33
33,high-iq,11060,34
34,high-iq,11080,35
35,high-iq,11120,36
36,high-iq,11200,37
37,high-iq,11260,38
38,high-iq,11280,39
39,high-iq,11260,40
40,high-iq,11360,41
41,high-iq,11440,42
42,high-iq,11400,43
43,high-iq,11480,44
44,high-iq,11480,45
45,high-iq,11560,46
46,high-iq,11580,47
47,high-iq,11620,48
48,high-iq,11620,49
49,high-iq,11680,50
50,high-iq,11740,51
51,high-iq,11780,52
52,high-iq,11880,53
53,high-iq,11940,54
54,high-iq,11960,55
55,high-iq,11940,56
56,high-iq,12000,57
57,high-iq,12060,58
58,high-iq,12080,59
59,high-iq,12060,60
60,high-iq,12140,61
61,high-iq,12100,62
62,high-iq,12060,63
63,high-iq,12020,64
64,high-iq,12140,65
65,high-iq,12140,66
66,high-iq,12220,67
67,high-iq,12340,68
68,high-iq,12420,69
69,high-iq,12480,70
70,high-iq,12500,71
71,high-iq,12480,72
72,high-iq,12540,73
73,high-iq,12600,74
74,high-iq,12560,75
75,high-iq,12540,76
76,high-iq,12620,77
77,high-iq,12680,78
78,high-iq,12700,79
79,high-iq,12740,80
80,high-iq,12800,81
81,high-iq,12760,82
82,high-iq,12780,83
83,high-iq,12760,84
84,high-iq,12880,85
85,high-iq,12940,86
86,high-iq,13000,87
87,high-iq,13040,88
88,high-iq,13100,89
89,high-iq,13200,90
90,high-iq,13220,91
91,high-iq,13200,92
92,high-iq,13200,93
93,high-iq,13280,94
94,high-iq,13300,95
95,high-iq,13280,96
96,high-iq,13340,97
97,high-iq,13300,98
98,high-iq,13260,99
99,high-iq,13300,100
100,high-iq,13380,101
101,high-iq,13440,102
102,high-iq,13460,103
103,high-iq,13420,104
104,high-iq,13480,105
105,high-iq,13540,106
106,high-iq,13500,107
107,high-iq,13480,108
108,high-iq,13540,109
109,high-iq,13540,110
110,high-iq,13580,111
111,high-iq,13660,112
112,high-iq,13720,113
113,high-iq,13720,114
114,high-iq,13740,115
115,high-iq,13700,116
116,high-iq,13760,117
117,high-iq,13820,118
118,high-iq,13840,119
119,high-iq,13820,120
120,high-iq,13880,121
121,high-iq,13940,122
122,high-iq,13960,123
123,high-iq,13920,124
124,high-iq,14020,125
125,high-iq,13980,126
126,high-iq,14000,127
127,high-iq,13980,128
128,high-iq,14040,129
129,high-iq,14100,130
130,high-iq,14060,131
131,high-iq,14100,132
132,high-iq,14100,133
133,high-iq,14160,134
134,high-iq,14120,135
135,high-iq,14160,136
136,high-iq,14220,137
137,high-iq,14180,138
138,high-iq,14220,139
139,high-iq,14260,140
140,high-iq,14320,141
141,high-iq,14320,142
142,high-iq,14360,143
143,high-iq,14340,144
144,high-iq,14300,145
145,high-iq,14260,146
146,high-iq,14280,147
147,high-iq,14240,148
148,high-iq,14340,149
149,high-iq,14400,150
150,high-iq,14420,151
151,high-iq,14380,152
152,high-iq,14440,153
153,high-iq,14500,154
154,high-iq,14520,155
155,high-iq,14480,156
156,high-iq,14440,157
157,high-iq,14520,158
158,high-iq,14480,159
159,high-iq,14520,160
160,high-iq,14580,161
161,high-iq,14540,162
162,high-iq,14560,163
163,high-iq,14600,164
164,high-iq,14600,165
165,high-iq,14600,166
166,high-iq,14680,167
167,high-iq,14720,168
168,high-iq,14780,169
169,high-iq,14840,170
170,high-iq,14960,171
171,high-iq,14920,172
172,high-iq,15000,173
173,high-iq,15060,174
174,high-iq,15020,175
175,high-iq,15000,176
176,high-iq,15060,177
177,high-iq,15120,178
178,high-iq,15180,179
179,high-iq,15140,180
180,high-iq,15200,181
181,high-iq,15200,182
182,high-iq,15160,183
183,high-iq,15120,184
184,high-iq,15180,185
185,high-iq,15240,186
186,high-iq,15260,187
187,high-iq,15220,188
188,high-iq,15300,189
189,high-iq,15260,190
190,high-iq,15340,191
191,high-iq,15300,192
192,high-iq,15360,193
193,high-iq,15420,194
194,high-iq,15460,195
195,high-iq,15540,196
196,high-iq,15540,197
197,high-iq,15640,198
198,high-iq,15600,199
199,high-iq,15560,200
200,high-iq,15620,201
201,high-iq,15680,202
202,high-iq,15700,203
203,high-iq,15660,204
