,uuid,stack,round
0,low-iq3,10120,1
1,low-iq3,10080,2
2,low-iq3,10080,3
3,low-iq3,10040,4
4,low-iq3,10020,5
5,low-iq3,10140,6
6,low-iq3,10140,7
7,low-iq3,10100,8
8,low-iq3,10060,9
9,low-iq3,10020,10
10,low-iq3,9980,11
11,low-iq3,10100,12
12,low-iq3,10080,13
13,low-iq3,10080,14
14,low-iq3,10040,15
15,low-iq3,10120,16
16,low-iq3,10080,17
17,low-iq3,10080,18
18,low-iq3,10080,19
19,low-iq3,10040,20
20,low-iq3,10000,21
21,low-iq3,9960,22
22,low-iq3,10080,23
23,low-iq3,10160,24
24,low-iq3,10120,25
25,low-iq3,10120,26
26,low-iq3,10120,27
27,low-iq3,10080,28
28,low-iq3,10060,29
29,low-iq3,10020,30
30,low-iq3,9980,31
31,low-iq3,9940,32
32,low-iq3,9900,33
33,low-iq3,9980,34
34,low-iq3,9980,35
35,low-iq3,9940,36
36,low-iq3,9900,37
37,low-iq3,9860,38
38,low-iq3,9820,39
39,low-iq3,9780,40
40,low-iq3,9740,41
41,low-iq3,9740,42
42,low-iq3,9700,43
43,low-iq3,9740,44
44,low-iq3,9820,45
45,low-iq3,9880,46
46,low-iq3,9880,47
47,low-iq3,9840,48
48,low-iq3,9820,49
49,low-iq3,9780,50
50,low-iq3,9780,51
51,low-iq3,9740,52
52,low-iq3,9700,53
53,low-iq3,9660,54
54,low-iq3,9620,55
55,low-iq3,9580,56
56,low-iq3,9700,57
57,low-iq3,9660,58
58,low-iq3,9620,59
59,low-iq3,9580,60
60,low-iq3,9660,61
61,low-iq3,9780,62
62,low-iq3,9740,63
63,low-iq3,9840,64
64,low-iq3,9820,65
65,low-iq3,9780,66
66,low-iq3,9740,67
67,low-iq3,9700,68
68,low-iq3,9780,69
69,low-iq3,9740,70
70,low-iq3,9700,71
71,low-iq3,9660,72
72,low-iq3,9620,73
73,low-iq3,9620,74
74,low-iq3,9580,75
75,low-iq3,9700,76
76,low-iq3,9680,77
77,low-iq3,9640,78
78,low-iq3,9640,79
79,low-iq3,9680,80
80,low-iq3,9660,81
81,low-iq3,9620,82
82,low-iq3,9620,83
83,low-iq3,9580,84
84,low-iq3,9540,85
85,low-iq3,9620,86
86,low-iq3,9680,87
87,low-iq3,9780,88
88,low-iq3,9860,89
89,low-iq3,9820,90
90,low-iq3,9780,91
91,low-iq3,9740,92
92,low-iq3,9700,93
93,low-iq3,9780,94
94,low-iq3,9780,95
95,low-iq3,9860,96
96,low-iq3,9820,97
97,low-iq3,9780,98
98,low-iq3,9740,99
99,low-iq3,9840,100
100,low-iq3,9800,101
101,low-iq3,9860,102
102,low-iq3,9960,103
103,low-iq3,9920,104
104,low-iq3,9900,105
105,low-iq3,10000,106
106,low-iq3,9960,107
107,low-iq3,10040,108
108,low-iq3,10020,109
109,low-iq3,10140,110
110,low-iq3,10200,111
111,low-iq3,10280,112
112,low-iq3,10400,113
113,low-iq3,10360,114
114,low-iq3,10360,115
115,low-iq3,10420,116
116,low-iq3,10380,117
117,low-iq3,10340,118
118,low-iq3,10400,119
119,low-iq3,10360,120
120,low-iq3,10320,121
121,low-iq3,10320,122
122,low-iq3,10280,123
123,low-iq3,10240,124
124,low-iq3,10360,125
125,low-iq3,10320,126
126,low-iq3,10320,127
127,low-iq3,10440,128
128,low-iq3,10420,129
129,low-iq3,10380,130
130,low-iq3,10380,131
131,low-iq3,10340,132
132,low-iq3,10420,133
