,uuid,stack,round
0,low-iq,9960,1
1,low-iq,9920,2
2,low-iq,9900,3
3,low-iq,9860,4
4,low-iq,9860,5
5,low-iq,9820,6
6,low-iq,9800,7
7,low-iq,9920,8
8,low-iq,9920,9
9,low-iq,9880,10
10,low-iq,9860,11
11,low-iq,9820,12
12,low-iq,9780,13
13,low-iq,9740,14
14,low-iq,9700,15
15,low-iq,9700,16
16,low-iq,9700,17
17,low-iq,9660,18
18,low-iq,9620,19
19,low-iq,9620,20
20,low-iq,9620,21
21,low-iq,9580,22
22,low-iq,9560,23
23,low-iq,9520,24
24,low-iq,9520,25
25,low-iq,9540,26
26,low-iq,9520,27
27,low-iq,9520,28
28,low-iq,9520,29
29,low-iq,9480,30
30,low-iq,9460,31
31,low-iq,9460,32
32,low-iq,9460,33
33,low-iq,9420,34
34,low-iq,9400,35
35,low-iq,9400,36
36,low-iq,9400,37
37,low-iq,9360,38
38,low-iq,9340,39
39,low-iq,9340,40
40,low-iq,9300,41
41,low-iq,9260,42
42,low-iq,9240,43
43,low-iq,9200,44
44,low-iq,9260,45
45,low-iq,9220,46
46,low-iq,9200,47
47,low-iq,9200,48
48,low-iq,9200,49
49,low-iq,9160,50
50,low-iq,9140,51
51,low-iq,9140,52
52,low-iq,9100,53
53,low-iq,9060,54
54,low-iq,9040,55
55,low-iq,9040,56
56,low-iq,9040,57
57,low-iq,9000,58
58,low-iq,8980,59
59,low-iq,9040,60
60,low-iq,9040,61
61,low-iq,9000,62
62,low-iq,8980,63
63,low-iq,9100,64
64,low-iq,9060,65
65,low-iq,9020,66
66,low-iq,8980,67
67,low-iq,8940,68
68,low-iq,8940,69
69,low-iq,8900,70
70,low-iq,8880,71
71,low-iq,8880,72
72,low-iq,8880,73
73,low-iq,8840,74
74,low-iq,8800,75
75,low-iq,8800,76
76,low-iq,8800,77
77,low-iq,8760,78
78,low-iq,8740,79
79,low-iq,8740,80
80,low-iq,8740,81
81,low-iq,8700,82
82,low-iq,8680,83
83,low-iq,8680,84
84,low-iq,8640,85
