,uuid,stack,round
0,low-iq2,9960,1
1,low-iq2,9920,2
2,low-iq2,9880,3
3,low-iq2,9840,4
4,low-iq2,9800,5
5,low-iq2,9880,6
6,low-iq2,9840,7
7,low-iq2,9960,8
8,low-iq2,9920,9
9,low-iq2,9900,10
10,low-iq2,9980,11
11,low-iq2,9940,12
12,low-iq2,10040,13
13,low-iq2,10020,14
14,low-iq2,9980,15
15,low-iq2,9940,16
16,low-iq2,9900,17
17,low-iq2,9880,18
18,low-iq2,9960,19
19,low-iq2,9960,20
20,low-iq2,10060,21
21,low-iq2,10040,22
22,low-iq2,10160,23
23,low-iq2,10160,24
24,low-iq2,10120,25
25,low-iq2,10080,26
26,low-iq2,10080,27
27,low-iq2,10080,28
28,low-iq2,10040,29
29,low-iq2,10000,30
30,low-iq2,10060,31
31,low-iq2,10060,32
32,low-iq2,10020,33
33,low-iq2,10000,34
34,low-iq2,9960,35
35,low-iq2,10020,36
36,low-iq2,9980,37
37,low-iq2,10060,38
38,low-iq2,10060,39
39,low-iq2,10060,40
40,low-iq2,10020,41
41,low-iq2,10000,42
42,low-iq2,10000,43
43,low-iq2,10080,44
44,low-iq2,10040,45
45,low-iq2,10000,46
46,low-iq2,9960,47
47,low-iq2,9920,48
48,low-iq2,10000,49
49,low-iq2,10080,50
50,low-iq2,10200,51
51,low-iq2,10200,52
52,low-iq2,10260,53
53,low-iq2,10220,54
54,low-iq2,10220,55
55,low-iq2,10220,56
56,low-iq2,10180,57
57,low-iq2,10140,58
58,low-iq2,10260,59
59,low-iq2,10260,60
60,low-iq2,10340,61
61,low-iq2,10300,62
62,low-iq2,10300,63
63,low-iq2,10420,64
64,low-iq2,10500,65
65,low-iq2,10480,66
66,low-iq2,10440,67
67,low-iq2,10400,68
68,low-iq2,10460,69
69,low-iq2,10440,70
70,low-iq2,10400,71
71,low-iq2,10400,72
72,low-iq2,10360,73
73,low-iq2,10340,74
74,low-iq2,10300,75
75,low-iq2,10360,76
76,low-iq2,10320,77
77,low-iq2,10280,78
78,low-iq2,10240,79
79,low-iq2,10320,80
80,low-iq2,10280,81
81,low-iq2,10260,82
82,low-iq2,10340,83
83,low-iq2,10300,84
84,low-iq2,10260,85
85,low-iq2,10240,86
86,low-iq2,10240,87
87,low-iq2,10360,88
88,low-iq2,10480,89
89,low-iq2,10440,90
90,low-iq2,10400,91
91,low-iq2,10480,92
92,low-iq2,10440,93
93,low-iq2,10560,94
94,low-iq2,10620,95
95,low-iq2,10700,96
96,low-iq2,10660,97
97,low-iq2,10620,98
98,low-iq2,10680,99
99,low-iq2,10640,100
100,low-iq2,10720,101
101,low-iq2,10700,102
102,low-iq2,10820,103
103,low-iq2,10780,104
104,low-iq2,10740,105
105,low-iq2,10820,106
106,low-iq2,10780,107
107,low-iq2,10740,108
108,low-iq2,10700,109
109,low-iq2,10680,110
110,low-iq2,10640,111
111,low-iq2,10640,112
112,low-iq2,10700,113
113,low-iq2,10660,114
114,low-iq2,10620,115
115,low-iq2,10740,116
116,low-iq2,10700,117
117,low-iq2,10780,118
118,low-iq2,10780,119
119,low-iq2,10740,120
120,low-iq2,10700,121
121,low-iq2,10680,122
122,low-iq2,10680,123
123,low-iq2,10800,124
124,low-iq2,10760,125
125,low-iq2,10720,126
126,low-iq2,10680,127
127,low-iq2,10680,128
128,low-iq2,10640,129
129,low-iq2,10600,130
130,low-iq2,10560,131
131,low-iq2,10620,132
132,low-iq2,10580,133
133,low-iq2,10660,134
134,low-iq2,10660,135
135,low-iq2,10660,136
136,low-iq2,10620,137
137,low-iq2,10580,138
138,low-iq2,10680,139
139,low-iq2,10680,140
140,low-iq2,10640,141
141,low-iq2,10620,142
142,low-iq2,10580,143
143,low-iq2,10540,144
144,low-iq2,10500,145
145,low-iq2,10460,146
146,low-iq2,10420,147
147,low-iq2,10380,148
148,low-iq2,10340,149
149,low-iq2,10420,150
150,low-iq2,10380,151
151,low-iq2,10340,152
152,low-iq2,10300,153
153,low-iq2,10280,154
154,low-iq2,10280,155
155,low-iq2,10240,156
156,low-iq2,10320,157
157,low-iq2,10300,158
158,low-iq2,10300,159
159,low-iq2,10380,160
160,low-iq2,10340,161
161,low-iq2,10300,162
162,low-iq2,10260,163
