,uuid,stack,round
0,low-iq2,9960,1
1,low-iq2,9920,2
2,low-iq2,9920,3
3,low-iq2,9920,4
4,low-iq2,9940,5
5,low-iq2,9920,6
6,low-iq2,9920,7
7,low-iq2,9920,8
8,low-iq2,9880,9
9,low-iq2,9840,10
10,low-iq2,9840,11
11,low-iq2,9920,12
12,low-iq2,9960,13
13,low-iq2,9920,14
14,low-iq2,9920,15
15,low-iq2,9920,16
16,low-iq2,9880,17
17,low-iq2,9860,18
18,low-iq2,9820,19
19,low-iq2,9820,20
20,low-iq2,9780,21
21,low-iq2,9760,22
22,low-iq2,9760,23
23,low-iq2,9760,24
24,low-iq2,9720,25
25,low-iq2,9700,26
26,low-iq2,9700,27
27,low-iq2,9780,28
28,low-iq2,9740,29
29,low-iq2,9720,30
30,low-iq2,9780,31
31,low-iq2,9780,32
32,low-iq2,9740,33
33,low-iq2,9700,34
34,low-iq2,9760,35
35,low-iq2,9760,36
36,low-iq2,9780,37
37,low-iq2,9760,38
38,low-iq2,9760,39
39,low-iq2,9760,40
40,low-iq2,9720,41
41,low-iq2,9700,42
42,low-iq2,9700,43
43,low-iq2,9700,44
44,low-iq2,9660,45
45,low-iq2,9640,46
46,low-iq2,9640,47
47,low-iq2,9720,48
48,low-iq2,9680,49
49,low-iq2,9660,50
50,low-iq2,9660,51
51,low-iq2,9720,52
52,low-iq2,9680,53
53,low-iq2,9660,54
54,low-iq2,9720,55
55,low-iq2,9720,56
56,low-iq2,9680,57
57,low-iq2,9660,58
58,low-iq2,9660,59
59,low-iq2,9620,60
60,low-iq2,9580,61
61,low-iq2,9560,62
62,low-iq2,9560,63
63,low-iq2,9560,64
64,low-iq2,9580,65
65,low-iq2,9560,66
66,low-iq2,9520,67
67,low-iq2,9580,68
68,low-iq2,9540,69
69,low-iq2,9520,70
70,low-iq2,9520,71
71,low-iq2,9580,72
72,low-iq2,9540,73
73,low-iq2,9580,74
74,low-iq2,9580,75
75,low-iq2,9580,76
76,low-iq2,9540,77
77,low-iq2,9520,78
78,low-iq2,9480,79
79,low-iq2,9440,80
80,low-iq2,9500,81
81,low-iq2,9480,82
82,low-iq2,9440,83
83,low-iq2,9440,84
84,low-iq2,9460,85
85,low-iq2,9440,86
86,low-iq2,9440,87
87,low-iq2,9440,88
88,low-iq2,9400,89
89,low-iq2,9360,90
90,low-iq2,9360,91
91,low-iq2,9360,92
92,low-iq2,9320,93
93,low-iq2,9300,94
94,low-iq2,9300,95
95,low-iq2,9300,96
96,low-iq2,9260,97
97,low-iq2,9240,98
98,low-iq2,9240,99
99,low-iq2,9200,100
100,low-iq2,9220,101
101,low-iq2,9200,102
102,low-iq2,9200,103
103,low-iq2,9160,104
104,low-iq2,9120,105
105,low-iq2,9100,106
106,low-iq2,9100,107
107,low-iq2,9100,108
108,low-iq2,9060,109
109,low-iq2,9040,110
110,low-iq2,9000,111
111,low-iq2,8960,112
112,low-iq2,8980,113
113,low-iq2,8960,114
114,low-iq2,8960,115
115,low-iq2,8920,116
116,low-iq2,8880,117
117,low-iq2,8840,118
118,low-iq2,8840,119
119,low-iq2,8900,120
120,low-iq2,8860,121
121,low-iq2,8820,122
122,low-iq2,8820,123
123,low-iq2,8780,124
124,low-iq2,8740,125
125,low-iq2,8700,126
126,low-iq2,8760,127
127,low-iq2,8760,128
128,low-iq2,8720,129
129,low-iq2,8700,130
130,low-iq2,8700,131
131,low-iq2,8700,132
132,low-iq2,8660,133
133,low-iq2,8620,134
134,low-iq2,8620,135
135,low-iq2,8620,136
136,low-iq2,8580,137
137,low-iq2,8540,138
138,low-iq2,8540,139
139,low-iq2,8600,140
140,low-iq2,8560,141
141,low-iq2,8540,142
142,low-iq2,8540,143
143,low-iq2,8540,144
144,low-iq2,8500,145
145,low-iq2,8480,146
146,low-iq2,8480,147
147,low-iq2,8480,148
148,low-iq2,8580,149
149,low-iq2,8560,150
150,low-iq2,8560,151
151,low-iq2,8560,152
152,low-iq2,8520,153
153,low-iq2,8500,154
154,low-iq2,8500,155
155,low-iq2,8500,156
156,low-iq2,8520,157
157,low-iq2,8480,158
158,low-iq2,8480,159
159,low-iq2,8480,160
160,low-iq2,8440,161
161,low-iq2,8520,162
162,low-iq2,8520,163
