,uuid,stack,round
0,low-iq2,10120,1
1,low-iq2,10100,2
2,low-iq2,10160,3
3,low-iq2,10160,4
4,low-iq2,10120,5
5,low-iq2,10100,6
6,low-iq2,10100,7
7,low-iq2,10060,8
8,low-iq2,10020,9
9,low-iq2,9980,10
10,low-iq2,10080,11
11,low-iq2,10140,12
12,low-iq2,10100,13
13,low-iq2,10220,14
14,low-iq2,10180,15
15,low-iq2,10140,16
16,low-iq2,10180,17
17,low-iq2,10140,18
18,low-iq2,10140,19
19,low-iq2,10140,20
20,low-iq2,10100,21
21,low-iq2,10060,22
22,low-iq2,10020,23
23,low-iq2,10020,24
24,low-iq2,9980,25
25,low-iq2,9940,26
26,low-iq2,10060,27
27,low-iq2,10060,28
28,low-iq2,10020,29
29,low-iq2,9980,30
30,low-iq2,10100,31
31,low-iq2,10060,32
32,low-iq2,10020,33
33,low-iq2,10100,34
34,low-iq2,10060,35
35,low-iq2,10020,36
36,low-iq2,10080,37
37,low-iq2,10040,38
38,low-iq2,10000,39
39,low-iq2,10000,40
40,low-iq2,9960,41
41,low-iq2,10040,42
42,low-iq2,10000,43
43,low-iq2,9960,44
44,low-iq2,9920,45
45,low-iq2,9900,46
46,low-iq2,9860,47
47,low-iq2,9820,48
48,low-iq2,9780,49
49,low-iq2,9900,50
50,low-iq2,9860,51
51,low-iq2,9960,52
52,low-iq2,9920,53
53,low-iq2,10040,54
54,low-iq2,10040,55
55,low-iq2,10000,56
56,low-iq2,9960,57
57,low-iq2,9920,58
58,low-iq2,9880,59
59,low-iq2,9880,60
60,low-iq2,9840,61
61,low-iq2,9820,62
62,low-iq2,9920,63
63,low-iq2,9880,64
64,low-iq2,9840,65
65,low-iq2,9820,66
66,low-iq2,9780,67
67,low-iq2,9780,68
68,low-iq2,9740,69
69,low-iq2,9700,70
70,low-iq2,9780,71
71,low-iq2,9880,72
72,low-iq2,9840,73
73,low-iq2,9820,74
74,low-iq2,9820,75
75,low-iq2,9820,76
76,low-iq2,9780,77
77,low-iq2,9760,78
78,low-iq2,9760,79
79,low-iq2,9760,80
80,low-iq2,9720,81
81,low-iq2,9680,82
82,low-iq2,9680,83
83,low-iq2,9760,84
84,low-iq2,9840,85
85,low-iq2,9960,86
86,low-iq2,9960,87
87,low-iq2,9960,88
88,low-iq2,10080,89
89,low-iq2,10040,90
90,low-iq2,10000,91
91,low-iq2,9960,92
92,low-iq2,9920,93
93,low-iq2,9880,94
94,low-iq2,10000,95
95,low-iq2,9960,96
96,low-iq2,9920,97
97,low-iq2,9900,98
98,low-iq2,9900,99
99,low-iq2,10000,100
100,low-iq2,9960,101
101,low-iq2,9920,102
102,low-iq2,9980,103
103,low-iq2,9940,104
104,low-iq2,9900,105
105,low-iq2,9860,106
106,low-iq2,9860,107
107,low-iq2,9860,108
108,low-iq2,9820,109
109,low-iq2,9940,110
110,low-iq2,10060,111
111,low-iq2,10060,112
112,low-iq2,10180,113
113,low-iq2,10140,114
114,low-iq2,10100,115
115,low-iq2,10060,116
116,low-iq2,10020,117
117,low-iq2,9980,118
118,low-iq2,9940,119
119,low-iq2,9940,120
120,low-iq2,10020,121
121,low-iq2,9980,122
122,low-iq2,9940,123
123,low-iq2,9940,124
124,low-iq2,9900,125
125,low-iq2,9860,126
126,low-iq2,9820,127
127,low-iq2,9820,128
128,low-iq2,9780,129
129,low-iq2,9760,130
130,low-iq2,9720,131
131,low-iq2,9840,132
132,low-iq2,9900,133
133,low-iq2,9860,134
134,low-iq2,9820,135
135,low-iq2,9780,136
136,low-iq2,9740,137
137,low-iq2,9860,138
138,low-iq2,9860,139
139,low-iq2,9820,140
140,low-iq2,9780,141
141,low-iq2,9900,142
142,low-iq2,9860,143
143,low-iq2,9820,144
144,low-iq2,9780,145
145,low-iq2,9740,146
146,low-iq2,9700,147
147,low-iq2,9660,148
148,low-iq2,9620,149
149,low-iq2,9580,150
150,low-iq2,9580,151
151,low-iq2,9540,152
152,low-iq2,9500,153
153,low-iq2,9580,154
154,low-iq2,9660,155
155,low-iq2,9620,156
156,low-iq2,9580,157
157,low-iq2,9560,158
158,low-iq2,9560,159
159,low-iq2,9640,160
160,low-iq2,9600,161
161,low-iq2,9580,162
162,low-iq2,9580,163
163,low-iq2,9540,164
164,low-iq2,9660,165
165,low-iq2,9640,166
166,low-iq2,9640,167
167,low-iq2,9740,168
168,low-iq2,9700,169
169,low-iq2,9660,170
170,low-iq2,9760,171
171,low-iq2,9720,172
172,low-iq2,9680,173
173,low-iq2,9640,174
174,low-iq2,9640,175
175,low-iq2,9640,176
176,low-iq2,9600,177
177,low-iq2,9560,178
178,low-iq2,9560,179
179,low-iq2,9560,180
180,low-iq2,9520,181
181,low-iq2,9500,182
182,low-iq2,9500,183
183,low-iq2,9460,184
184,low-iq2,9420,185
185,low-iq2,9400,186
186,low-iq2,9400,187
187,low-iq2,9500,188
188,low-iq2,9460,189
189,low-iq2,9540,190
190,low-iq2,9500,191
191,low-iq2,9460,192
192,low-iq2,9420,193
193,low-iq2,9380,194
194,low-iq2,9340,195
195,low-iq2,9300,196
196,low-iq2,9260,197
197,low-iq2,9220,198
198,low-iq2,9180,199
199,low-iq2,9260,200
200,low-iq2,9220,201
201,low-iq2,9180,202
202,low-iq2,9140,203
203,low-iq2,9100,204
204,low-iq2,9060,205
205,low-iq2,9180,206
206,low-iq2,9140,207
207,low-iq2,9140,208
208,low-iq2,9100,209
209,low-iq2,9220,210
210,low-iq2,9220,211
211,low-iq2,9220,212
212,low-iq2,9180,213
213,low-iq2,9160,214
214,low-iq2,9280,215
215,low-iq2,9240,216
216,low-iq2,9200,217
217,low-iq2,9180,218
218,low-iq2,9140,219
219,low-iq2,9260,220
220,low-iq2,9380,221
221,low-iq2,9360,222
222,low-iq2,9320,223
223,low-iq2,9280,224
224,low-iq2,9240,225
225,low-iq2,9200,226
226,low-iq2,9160,227
227,low-iq2,9160,228
228,low-iq2,9120,229
229,low-iq2,9080,230
230,low-iq2,9040,231
231,low-iq2,9000,232
232,low-iq2,8960,233
233,low-iq2,8920,234
234,low-iq2,8920,235
235,low-iq2,8880,236
236,low-iq2,8840,237
237,low-iq2,8960,238
238,low-iq2,8920,239
239,low-iq2,9040,240
240,low-iq2,9000,241
241,low-iq2,8960,242
242,low-iq2,8920,243
243,low-iq2,9020,244
244,low-iq2,8980,245
245,low-iq2,9100,246
246,low-iq2,9180,247
247,low-iq2,9180,248
248,low-iq2,9140,249
249,low-iq2,9100,250
250,low-iq2,9100,251
251,low-iq2,9060,252
252,low-iq2,9020,253
253,low-iq2,8980,254
254,low-iq2,9040,255
255,low-iq2,9000,256
256,low-iq2,8960,257
257,low-iq2,8940,258
258,low-iq2,8940,259
259,low-iq2,8900,260
260,low-iq2,8860,261
261,low-iq2,8820,262
262,low-iq2,8780,263
263,low-iq2,8740,264
264,low-iq2,8840,265
265,low-iq2,8800,266
266,low-iq2,8760,267
267,low-iq2,8760,268
268,low-iq2,8720,269
269,low-iq2,8680,270
270,low-iq2,8640,271
271,low-iq2,8600,272
272,low-iq2,8560,273
273,low-iq2,8520,274
274,low-iq2,8620,275
275,low-iq2,8580,276
276,low-iq2,8540,277
277,low-iq2,8500,278
278,low-iq2,8460,279
279,low-iq2,8420,280
280,low-iq2,8380,281
281,low-iq2,8360,282
282,low-iq2,8320,283
283,low-iq2,8320,284
284,low-iq2,8420,285
285,low-iq2,8380,286
286,low-iq2,8440,287
287,low-iq2,8400,288
288,low-iq2,8360,289
289,low-iq2,8340,290
290,low-iq2,8460,291
291,low-iq2,8420,292
292,low-iq2,8380,293
293,low-iq2,8500,294
294,low-iq2,8500,295
295,low-iq2,8460,296
296,low-iq2,8420,297
297,low-iq2,8540,298
298,low-iq2,8540,299
299,low-iq2,8500,300
300,low-iq2,8560,301
301,low-iq2,8520,302
302,low-iq2,8640,303
303,low-iq2,8600,304
304,low-iq2,8560,305
305,low-iq2,8640,306
306,low-iq2,8600,307
307,low-iq2,8600,308
308,low-iq2,8680,309
309,low-iq2,8640,310
310,low-iq2,8700,311
311,low-iq2,8660,312
312,low-iq2,8780,313
313,low-iq2,8740,314
314,low-iq2,8740,315
315,low-iq2,8700,316
316,low-iq2,8660,317
317,low-iq2,8640,318
318,low-iq2,8600,319
319,low-iq2,8560,320
320,low-iq2,8520,321
321,low-iq2,8480,322
322,low-iq2,8440,323
323,low-iq2,8400,324
324,low-iq2,8360,325
325,low-iq2,8320,326
326,low-iq2,8280,327
327,low-iq2,8280,328
328,low-iq2,8240,329
329,low-iq2,8200,330
330,low-iq2,8200,331
331,low-iq2,8260,332
332,low-iq2,8380,333
333,low-iq2,8360,334
334,low-iq2,8440,335
335,low-iq2,8440,336
336,low-iq2,8400,337
337,low-iq2,8380,338
338,low-iq2,8500,339
339,low-iq2,8460,340
340,low-iq2,8420,341
341,low-iq2,8400,342
342,low-iq2,8460,343
343,low-iq2,8420,344
344,low-iq2,8380,345
345,low-iq2,8360,346
346,low-iq2,8360,347
347,low-iq2,8440,348
348,low-iq2,8400,349
349,low-iq2,8360,350
350,low-iq2,8320,351
351,low-iq2,8320,352
352,low-iq2,8280,353
353,low-iq2,8240,354
354,low-iq2,8340,355
355,low-iq2,8300,356
356,low-iq2,8260,357
357,low-iq2,8380,358
358,low-iq2,8380,359
359,low-iq2,8380,360
360,low-iq2,8340,361
361,low-iq2,8460,362
362,low-iq2,8460,363
363,low-iq2,8420,364
364,low-iq2,8380,365
365,low-iq2,8340,366
366,low-iq2,8300,367
367,low-iq2,8300,368
368,low-iq2,8260,369
369,low-iq2,8220,370
370,low-iq2,8220,371
371,low-iq2,8180,372
372,low-iq2,8300,373
373,low-iq2,8260,374
374,low-iq2,8260,375
375,low-iq2,8360,376
376,low-iq2,8320,377
377,low-iq2,8440,378
378,low-iq2,8540,379
379,low-iq2,8500,380
380,low-iq2,8460,381
381,low-iq2,8420,382
382,low-iq2,8520,383
383,low-iq2,8580,384
384,low-iq2,8540,385
385,low-iq2,8500,386
386,low-iq2,8500,387
387,low-iq2,8500,388
388,low-iq2,8460,389
389,low-iq2,8420,390
390,low-iq2,8380,391
391,low-iq2,8380,392
392,low-iq2,8340,393
393,low-iq2,8300,394
394,low-iq2,8380,395
395,low-iq2,8380,396
396,low-iq2,8340,397
397,low-iq2,8320,398
398,low-iq2,8280,399
399,low-iq2,8360,400
400,low-iq2,8320,401
401,low-iq2,8300,402
402,low-iq2,8260,403
403,low-iq2,8360,404
404,low-iq2,8400,405
405,low-iq2,8360,406
406,low-iq2,8360,407
407,low-iq2,8320,408
408,low-iq2,8440,409
409,low-iq2,8400,410
410,low-iq2,8360,411
411,low-iq2,8320,412
412,low-iq2,8280,413
413,low-iq2,8400,414
414,low-iq2,8520,415
415,low-iq2,8480,416
416,low-iq2,8440,417
417,low-iq2,8420,418
418,low-iq2,8500,419
419,low-iq2,8460,420
420,low-iq2,8420,421
421,low-iq2,8380,422
422,low-iq2,8380,423
423,low-iq2,8340,424
424,low-iq2,8300,425
425,low-iq2,8280,426
426,low-iq2,8280,427
427,low-iq2,8280,428
428,low-iq2,8240,429
429,low-iq2,8200,430
430,low-iq2,8320,431
431,low-iq2,8280,432
432,low-iq2,8240,433
433,low-iq2,8220,434
434,low-iq2,8180,435
435,low-iq2,8180,436
436,low-iq2,8240,437
437,low-iq2,8200,438
438,low-iq2,8200,439
439,low-iq2,8200,440
440,low-iq2,8160,441
441,low-iq2,8120,442
442,low-iq2,8080,443
443,low-iq2,8040,444
444,low-iq2,8000,445
445,low-iq2,7960,446
446,low-iq2,8080,447
447,low-iq2,8080,448
448,low-iq2,8160,449
449,low-iq2,8280,450
450,low-iq2,8240,451
451,low-iq2,8200,452
452,low-iq2,8160,453
453,low-iq2,8140,454
454,low-iq2,8220,455
455,low-iq2,8180,456
456,low-iq2,8140,457
457,low-iq2,8100,458
458,low-iq2,8060,459
459,low-iq2,8020,460
460,low-iq2,7980,461
461,low-iq2,7940,462
462,low-iq2,8040,463
463,low-iq2,8000,464
464,low-iq2,8080,465
465,low-iq2,8040,466
466,low-iq2,8160,467
467,low-iq2,8160,468
468,low-iq2,8280,469
469,low-iq2,8240,470
470,low-iq2,8200,471
471,low-iq2,8200,472
472,low-iq2,8280,473
473,low-iq2,8240,474
474,low-iq2,8240,475
475,low-iq2,8360,476
476,low-iq2,8320,477
477,low-iq2,8440,478
478,low-iq2,8440,479
479,low-iq2,8400,480
480,low-iq2,8520,481
481,low-iq2,8640,482
482,low-iq2,8640,483
483,low-iq2,8600,484
484,low-iq2,8560,485
485,low-iq2,8520,486
486,low-iq2,8520,487
487,low-iq2,8640,488
488,low-iq2,8600,489
489,low-iq2,8560,490
490,low-iq2,8560,491
491,low-iq2,8520,492
492,low-iq2,8600,493
493,low-iq2,8560,494
494,low-iq2,8680,495
495,low-iq2,8680,496
496,low-iq2,8640,497
497,low-iq2,8760,498
498,low-iq2,8720,499
499,low-iq2,8680,500
500,low-iq2,8760,501
501,low-iq2,8720,502
502,low-iq2,8680,503
503,low-iq2,8640,504
504,low-iq2,8600,505
505,low-iq2,8580,506
506,low-iq2,8540,507
507,low-iq2,8500,508
508,low-iq2,8460,509
509,low-iq2,8580,510
510,low-iq2,8580,511
511,low-iq2,8540,512
512,low-iq2,8500,513
513,low-iq2,8460,514
514,low-iq2,8420,515
515,low-iq2,8500,516
516,low-iq2,8460,517
517,low-iq2,8440,518
518,low-iq2,8400,519
519,low-iq2,8360,520
520,low-iq2,8320,521
521,low-iq2,8280,522
522,low-iq2,8240,523
523,low-iq2,8200,524
524,low-iq2,8160,525
525,low-iq2,8280,526
526,low-iq2,8400,527
527,low-iq2,8520,528
528,low-iq2,8480,529
529,low-iq2,8460,530
530,low-iq2,8580,531
531,low-iq2,8660,532
