,uuid,stack,round
0,low-iq2,9960,1
1,low-iq2,9920,2
2,low-iq2,9880,3
3,low-iq2,9880,4
4,low-iq2,9840,5
5,low-iq2,9800,6
6,low-iq2,9760,7
7,low-iq2,9840,8
8,low-iq2,9800,9
9,low-iq2,9760,10
10,low-iq2,9720,11
11,low-iq2,9680,12
12,low-iq2,9640,13
13,low-iq2,9600,14
14,low-iq2,9560,15
15,low-iq2,9520,16
16,low-iq2,9480,17
17,low-iq2,9440,18
18,low-iq2,9560,19
19,low-iq2,9520,20
20,low-iq2,9480,21
21,low-iq2,9440,22
22,low-iq2,9540,23
23,low-iq2,9500,24
24,low-iq2,9460,25
25,low-iq2,9440,26
26,low-iq2,9440,27
27,low-iq2,9440,28
28,low-iq2,9400,29
29,low-iq2,9380,30
30,low-iq2,9340,31
31,low-iq2,9300,32
32,low-iq2,9260,33
33,low-iq2,9220,34
34,low-iq2,9340,35
35,low-iq2,9300,36
36,low-iq2,9260,37
37,low-iq2,9220,38
38,low-iq2,9180,39
39,low-iq2,9140,40
40,low-iq2,9160,41
41,low-iq2,9120,42
42,low-iq2,9160,43
43,low-iq2,9120,44
44,low-iq2,9080,45
45,low-iq2,9040,46
46,low-iq2,9040,47
47,low-iq2,9120,48
48,low-iq2,9080,49
49,low-iq2,9060,50
50,low-iq2,9020,51
51,low-iq2,9140,52
52,low-iq2,9100,53
53,low-iq2,9080,54
54,low-iq2,9140,55
55,low-iq2,9140,56
56,low-iq2,9100,57
57,low-iq2,9220,58
58,low-iq2,9300,59
59,low-iq2,9260,60
60,low-iq2,9220,61
61,low-iq2,9180,62
62,low-iq2,9140,63
63,low-iq2,9260,64
64,low-iq2,9220,65
65,low-iq2,9200,66
66,low-iq2,9160,67
67,low-iq2,9160,68
68,low-iq2,9120,69
69,low-iq2,9240,70
70,low-iq2,9200,71
71,low-iq2,9160,72
72,low-iq2,9240,73
73,low-iq2,9200,74
74,low-iq2,9200,75
75,low-iq2,9320,76
76,low-iq2,9280,77
77,low-iq2,9400,78
78,low-iq2,9400,79
79,low-iq2,9520,80
80,low-iq2,9480,81
81,low-iq2,9460,82
82,low-iq2,9420,83
83,low-iq2,9380,84
84,low-iq2,9340,85
85,low-iq2,9300,86
86,low-iq2,9260,87
87,low-iq2,9380,88
88,low-iq2,9340,89
89,low-iq2,9300,90
90,low-iq2,9260,91
91,low-iq2,9340,92
92,low-iq2,9300,93
93,low-iq2,9260,94
94,low-iq2,9220,95
95,low-iq2,9180,96
96,low-iq2,9300,97
97,low-iq2,9260,98
98,low-iq2,9260,99
99,low-iq2,9220,100
100,low-iq2,9180,101
101,low-iq2,9140,102
102,low-iq2,9200,103
103,low-iq2,9280,104
104,low-iq2,9240,105
105,low-iq2,9360,106
106,low-iq2,9360,107
107,low-iq2,9480,108
108,low-iq2,9440,109
109,low-iq2,9400,110
110,low-iq2,9460,111
111,low-iq2,9580,112
112,low-iq2,9540,113
113,low-iq2,9500,114
114,low-iq2,9460,115
115,low-iq2,9420,116
116,low-iq2,9380,117
117,low-iq2,9360,118
118,low-iq2,9460,119
119,low-iq2,9580,120
120,low-iq2,9540,121
121,low-iq2,9520,122
122,low-iq2,9480,123
123,low-iq2,9600,124
124,low-iq2,9560,125
125,low-iq2,9520,126
126,low-iq2,9640,127
127,low-iq2,9720,128
128,low-iq2,9680,129
129,low-iq2,9640,130
130,low-iq2,9640,131
131,low-iq2,9600,132
132,low-iq2,9560,133
133,low-iq2,9600,134
134,low-iq2,9560,135
135,low-iq2,9640,136
136,low-iq2,9600,137
137,low-iq2,9560,138
138,low-iq2,9520,139
139,low-iq2,9520,140
140,low-iq2,9480,141
141,low-iq2,9440,142
142,low-iq2,9400,143
143,low-iq2,9360,144
144,low-iq2,9320,145
145,low-iq2,9360,146
146,low-iq2,9460,147
147,low-iq2,9420,148
148,low-iq2,9380,149
149,low-iq2,9460,150
150,low-iq2,9420,151
151,low-iq2,9380,152
152,low-iq2,9340,153
153,low-iq2,9300,154
154,low-iq2,9420,155
155,low-iq2,9420,156
156,low-iq2,9520,157
157,low-iq2,9480,158
158,low-iq2,9600,159
159,low-iq2,9560,160
160,low-iq2,9640,161
161,low-iq2,9760,162
162,low-iq2,9760,163
