,uuid,stack,round
0,low-iq,10000,1
1,low-iq,9960,2
2,low-iq,9940,3
3,low-iq,9940,4
4,low-iq,9900,5
5,low-iq,9860,6
6,low-iq,9840,7
7,low-iq,9840,8
8,low-iq,9840,9
9,low-iq,9860,10
10,low-iq,9840,11
11,low-iq,9840,12
12,low-iq,9840,13
13,low-iq,9800,14
14,low-iq,9780,15
15,low-iq,9780,16
16,low-iq,9780,17
17,low-iq,9740,18
18,low-iq,9780,19
19,low-iq,9780,20
20,low-iq,9740,21
21,low-iq,9700,22
22,low-iq,9680,23
23,low-iq,9640,24
24,low-iq,9640,25
25,low-iq,9660,26
26,low-iq,9700,27
27,low-iq,9660,28
28,low-iq,9660,29
29,low-iq,9680,30
30,low-iq,9640,31
31,low-iq,9600,32
32,low-iq,9560,33
33,low-iq,9580,34
34,low-iq,9560,35
35,low-iq,9560,36
36,low-iq,9560,37
37,low-iq,9520,38
38,low-iq,9500,39
39,low-iq,9460,40
40,low-iq,9460,41
41,low-iq,9420,42
42,low-iq,9400,43
43,low-iq,9400,44
44,low-iq,9360,45
45,low-iq,9320,46
46,low-iq,9300,47
47,low-iq,9300,48
48,low-iq,9300,49
49,low-iq,9260,50
50,low-iq,9240,51
51,low-iq,9240,52
52,low-iq,9240,53
53,low-iq,9200,54
54,low-iq,9180,55
55,low-iq,9180,56
56,low-iq,9180,57
57,low-iq,9140,58
58,low-iq,9120,59
59,low-iq,9120,60
60,low-iq,9080,61
61,low-iq,9040,62
62,low-iq,9020,63
63,low-iq,8980,64
64,low-iq,8980,65
65,low-iq,8940,66
66,low-iq,8900,67
67,low-iq,8900,68
68,low-iq,8900,69
69,low-iq,8860,70
70,low-iq,8840,71
71,low-iq,8840,72
72,low-iq,8840,73
73,low-iq,8800,74
74,low-iq,8760,75
75,low-iq,8760,76
76,low-iq,8760,77
77,low-iq,8720,78
78,low-iq,8700,79
79,low-iq,8700,80
80,low-iq,8700,81
81,low-iq,8660,82
82,low-iq,8620,83
83,low-iq,8620,84
84,low-iq,8620,85
85,low-iq,8580,86
86,low-iq,8540,87
87,low-iq,8540,88
88,low-iq,8540,89
89,low-iq,8500,90
90,low-iq,8480,91
91,low-iq,8480,92
92,low-iq,8480,93
93,low-iq,8440,94
94,low-iq,8420,95
95,low-iq,8420,96
96,low-iq,8420,97
97,low-iq,8380,98
98,low-iq,8340,99
99,low-iq,8340,100
100,low-iq,8340,101
101,low-iq,8300,102
102,low-iq,8280,103
103,low-iq,8280,104
104,low-iq,8240,105
105,low-iq,8200,106
106,low-iq,8180,107
107,low-iq,8180,108
108,low-iq,8180,109
109,low-iq,8140,110
110,low-iq,8120,111
111,low-iq,8120,112
112,low-iq,8120,113
113,low-iq,8080,114
114,low-iq,8060,115
115,low-iq,8060,116
116,low-iq,8180,117
117,low-iq,8140,118
118,low-iq,8100,119
119,low-iq,8100,120
120,low-iq,8100,121
121,low-iq,8060,122
122,low-iq,8040,123
123,low-iq,8000,124
124,low-iq,8000,125
125,low-iq,7960,126
126,low-iq,8000,127
127,low-iq,8000,128
128,low-iq,8000,129
129,low-iq,7960,130
130,low-iq,7940,131
131,low-iq,7940,132
132,low-iq,7900,133
133,low-iq,7920,134
134,low-iq,7900,135
135,low-iq,7980,136
136,low-iq,7980,137
137,low-iq,8080,138
138,low-iq,8060,139
139,low-iq,8020,140
140,low-iq,7980,141
141,low-iq,8000,142
142,low-iq,7980,143
143,low-iq,7980,144
144,low-iq,7980,145
145,low-iq,7940,146
146,low-iq,7920,147
147,low-iq,7880,148
148,low-iq,7980,149
149,low-iq,7940,150
150,low-iq,7920,151
151,low-iq,8000,152
152,low-iq,8000,153
153,low-iq,7960,154
154,low-iq,7920,155
155,low-iq,7920,156
156,low-iq,7920,157
157,low-iq,7880,158
158,low-iq,7860,159
159,low-iq,7860,160
160,low-iq,7820,161
161,low-iq,7840,162
162,low-iq,7820,163
163,low-iq,7820,164
164,low-iq,7780,165
165,low-iq,7740,166
166,low-iq,7720,167
167,low-iq,7680,168
168,low-iq,7680,169
169,low-iq,7640,170
170,low-iq,7620,171
171,low-iq,7580,172
172,low-iq,7540,173
173,low-iq,7500,174
174,low-iq,7460,175
175,low-iq,7460,176
176,low-iq,7460,177
177,low-iq,7420,178
178,low-iq,7400,179
179,low-iq,7400,180
180,low-iq,7400,181
181,low-iq,7360,182
182,low-iq,7340,183
183,low-iq,7340,184
184,low-iq,7340,185
185,low-iq,7300,186
186,low-iq,7280,187
187,low-iq,7360,188
188,low-iq,7360,189
189,low-iq,7320,190
190,low-iq,7300,191
191,low-iq,7300,192
192,low-iq,7300,193
193,low-iq,7260,194
194,low-iq,7220,195
195,low-iq,7220,196
196,low-iq,7220,197
197,low-iq,7180,198
198,low-iq,7220,199
199,low-iq,7220,200
200,low-iq,7220,201
201,low-iq,7280,202
202,low-iq,7260,203
203,low-iq,7340,204
204,low-iq,7340,205
205,low-iq,7300,206
206,low-iq,7280,207
207,low-iq,7240,208
208,low-iq,7240,209
209,low-iq,7280,210
210,low-iq,7240,211
211,low-iq,7240,212
212,low-iq,7240,213
213,low-iq,7260,214
214,low-iq,7220,215
215,low-iq,7220,216
216,low-iq,7180,217
217,low-iq,7140,218
218,low-iq,7100,219
219,low-iq,7100,220
220,low-iq,7100,221
221,low-iq,7120,222
222,low-iq,7100,223
223,low-iq,7100,224
224,low-iq,7100,225
225,low-iq,7060,226
226,low-iq,7040,227
227,low-iq,7040,228
