,uuid,stack,round
0,low-iq,9960,1
1,low-iq,9920,2
2,low-iq,9900,3
3,low-iq,10000,4
4,low-iq,9960,5
5,low-iq,9920,6
6,low-iq,9900,7
7,low-iq,10000,8
8,low-iq,9960,9
9,low-iq,9920,10
10,low-iq,9880,11
11,low-iq,9880,12
12,low-iq,9880,13
13,low-iq,10000,14
14,low-iq,9980,15
15,low-iq,10100,16
16,low-iq,10060,17
17,low-iq,10020,18
18,low-iq,10000,19
19,low-iq,10100,20
20,low-iq,10060,21
21,low-iq,10160,22
22,low-iq,10240,23
23,low-iq,10200,24
24,low-iq,10320,25
25,low-iq,10280,26
26,low-iq,10240,27
27,low-iq,10320,28
28,low-iq,10440,29
29,low-iq,10540,30
30,low-iq,10500,31
31,low-iq,10600,32
32,low-iq,10560,33
33,low-iq,10520,34
34,low-iq,10640,35
35,low-iq,10600,36
36,low-iq,10600,37
37,low-iq,10560,38
38,low-iq,10520,39
39,low-iq,10640,40
40,low-iq,10600,41
41,low-iq,10560,42
42,low-iq,10680,43
43,low-iq,10640,44
44,low-iq,10600,45
45,low-iq,10560,46
46,low-iq,10520,47
47,low-iq,10480,48
48,low-iq,10440,49
49,low-iq,10400,50
50,low-iq,10360,51
51,low-iq,10360,52
52,low-iq,10360,53
53,low-iq,10320,54
54,low-iq,10400,55
55,low-iq,10480,56
56,low-iq,10440,57
57,low-iq,10400,58
58,low-iq,10360,59
59,low-iq,10360,60
60,low-iq,10360,61
61,low-iq,10400,62
62,low-iq,10360,63
63,low-iq,10480,64
64,low-iq,10440,65
65,low-iq,10560,66
66,low-iq,10520,67
67,low-iq,10640,68
68,low-iq,10640,69
69,low-iq,10600,70
70,low-iq,10720,71
71,low-iq,10800,72
72,low-iq,10760,73
73,low-iq,10840,74
74,low-iq,10800,75
75,low-iq,10920,76
76,low-iq,10920,77
77,low-iq,10880,78
78,low-iq,10840,79
79,low-iq,10840,80
80,low-iq,10840,81
81,low-iq,10800,82
82,low-iq,10760,83
83,low-iq,10760,84
84,low-iq,10720,85
