,uuid,stack,round
0,low-iq3,9960,1
1,low-iq3,10060,2
2,low-iq3,10060,3
3,low-iq3,10020,4
4,low-iq3,9980,5
5,low-iq3,9980,6
6,low-iq3,9980,7
7,low-iq3,9940,8
8,low-iq3,9900,9
9,low-iq3,10020,10
10,low-iq3,9980,11
11,low-iq3,9940,12
12,low-iq3,9900,13
13,low-iq3,9860,14
14,low-iq3,9820,15
15,low-iq3,9780,16
16,low-iq3,9740,17
17,low-iq3,9860,18
18,low-iq3,9920,19
19,low-iq3,9880,20
20,low-iq3,9840,21
21,low-iq3,9800,22
22,low-iq3,9920,23
23,low-iq3,9880,24
24,low-iq3,9840,25
25,low-iq3,9800,26
26,low-iq3,9760,27
27,low-iq3,9720,28
28,low-iq3,9680,29
29,low-iq3,9640,30
30,low-iq3,9600,31
31,low-iq3,9560,32
32,low-iq3,9520,33
33,low-iq3,9480,34
34,low-iq3,9480,35
35,low-iq3,9600,36
36,low-iq3,9580,37
37,low-iq3,9540,38
38,low-iq3,9660,39
39,low-iq3,9700,40
40,low-iq3,9660,41
41,low-iq3,9660,42
42,low-iq3,9620,43
43,low-iq3,9580,44
44,low-iq3,9700,45
45,low-iq3,9660,46
46,low-iq3,9620,47
47,low-iq3,9740,48
48,low-iq3,9700,49
49,low-iq3,9660,50
50,low-iq3,9660,51
51,low-iq3,9620,52
52,low-iq3,9740,53
53,low-iq3,9700,54
54,low-iq3,9700,55
55,low-iq3,9760,56
56,low-iq3,9740,57
57,low-iq3,9740,58
58,low-iq3,9860,59
59,low-iq3,9820,60
60,low-iq3,9940,61
61,low-iq3,9900,62
62,low-iq3,9860,63
63,low-iq3,9980,64
64,low-iq3,9960,65
65,low-iq3,9920,66
66,low-iq3,10040,67
67,low-iq3,10000,68
68,low-iq3,9960,69
69,low-iq3,9960,70
70,low-iq3,9960,71
71,low-iq3,9920,72
72,low-iq3,9900,73
73,low-iq3,9900,74
74,low-iq3,9980,75
75,low-iq3,9940,76
76,low-iq3,9900,77
77,low-iq3,9900,78
78,low-iq3,9960,79
79,low-iq3,9980,80
80,low-iq3,9960,81
81,low-iq3,9920,82
82,low-iq3,9920,83
83,low-iq3,9880,84
84,low-iq3,9840,85
85,low-iq3,9800,86
86,low-iq3,9880,87
87,low-iq3,9840,88
88,low-iq3,9800,89
89,low-iq3,9760,90
90,low-iq3,9800,91
91,low-iq3,9760,92
92,low-iq3,9720,93
93,low-iq3,9800,94
94,low-iq3,9760,95
95,low-iq3,9720,96
96,low-iq3,9700,97
97,low-iq3,9660,98
98,low-iq3,9740,99
99,low-iq3,9700,100
100,low-iq3,9660,101
101,low-iq3,9620,102
102,low-iq3,9620,103
103,low-iq3,9580,104
104,low-iq3,9540,105
105,low-iq3,9540,106
106,low-iq3,9500,107
107,low-iq3,9580,108
108,low-iq3,9540,109
109,low-iq3,9500,110
110,low-iq3,9460,111
111,low-iq3,9420,112
112,low-iq3,9380,113
113,low-iq3,9380,114
114,low-iq3,9480,115
115,low-iq3,9440,116
116,low-iq3,9400,117
117,low-iq3,9480,118
118,low-iq3,9580,119
119,low-iq3,9660,120
120,low-iq3,9620,121
121,low-iq3,9580,122
122,low-iq3,9700,123
123,low-iq3,9720,124
124,low-iq3,9680,125
125,low-iq3,9800,126
126,low-iq3,9760,127
127,low-iq3,9720,128
128,low-iq3,9700,129
129,low-iq3,9660,130
130,low-iq3,9620,131
131,low-iq3,9580,132
132,low-iq3,9560,133
133,low-iq3,9520,134
134,low-iq3,9520,135
135,low-iq3,9480,136
136,low-iq3,9560,137
137,low-iq3,9520,138
138,low-iq3,9480,139
139,low-iq3,9440,140
140,low-iq3,9520,141
141,low-iq3,9480,142
142,low-iq3,9440,143
143,low-iq3,9400,144
144,low-iq3,9520,145
145,low-iq3,9640,146
146,low-iq3,9740,147
147,low-iq3,9700,148
148,low-iq3,9680,149
149,low-iq3,9640,150
150,low-iq3,9720,151
151,low-iq3,9680,152
152,low-iq3,9660,153
153,low-iq3,9620,154
154,low-iq3,9620,155
155,low-iq3,9580,156
156,low-iq3,9700,157
157,low-iq3,9660,158
158,low-iq3,9740,159
159,low-iq3,9700,160
160,low-iq3,9660,161
161,low-iq3,9620,162
162,low-iq3,9580,163
163,low-iq3,9700,164
164,low-iq3,9660,165
165,low-iq3,9620,166
166,low-iq3,9620,167
167,low-iq3,9580,168
168,low-iq3,9560,169
169,low-iq3,9560,170
170,low-iq3,9520,171
171,low-iq3,9480,172
172,low-iq3,9560,173
173,low-iq3,9640,174
174,low-iq3,9720,175
175,low-iq3,9760,176
176,low-iq3,9740,177
177,low-iq3,9820,178
178,low-iq3,9900,179
179,low-iq3,9860,180
180,low-iq3,9980,181
181,low-iq3,9940,182
182,low-iq3,10000,183
183,low-iq3,10120,184
184,low-iq3,10100,185
185,low-iq3,10160,186
186,low-iq3,10160,187
187,low-iq3,10120,188
188,low-iq3,10080,189
189,low-iq3,10080,190
190,low-iq3,10080,191
191,low-iq3,10140,192
192,low-iq3,10260,193
193,low-iq3,10220,194
194,low-iq3,10180,195
195,low-iq3,10280,196
196,low-iq3,10260,197
197,low-iq3,10260,198
198,low-iq3,10220,199
199,low-iq3,10180,200
200,low-iq3,10140,201
201,low-iq3,10100,202
202,low-iq3,10060,203
203,low-iq3,10180,204
204,low-iq3,10160,205
205,low-iq3,10120,206
206,low-iq3,10080,207
207,low-iq3,10040,208
208,low-iq3,10160,209
209,low-iq3,10120,210
210,low-iq3,10120,211
211,low-iq3,10200,212
212,low-iq3,10320,213
213,low-iq3,10320,214
214,low-iq3,10280,215
215,low-iq3,10240,216
216,low-iq3,10220,217
217,low-iq3,10180,218
218,low-iq3,10140,219
219,low-iq3,10100,220
220,low-iq3,10060,221
221,low-iq3,10120,222
222,low-iq3,10080,223
223,low-iq3,10200,224
224,low-iq3,10280,225
225,low-iq3,10240,226
226,low-iq3,10200,227
227,low-iq3,10160,228
228,low-iq3,10120,229
229,low-iq3,10240,230
230,low-iq3,10360,231
231,low-iq3,10320,232
232,low-iq3,10300,233
233,low-iq3,10260,234
234,low-iq3,10340,235
235,low-iq3,10300,236
236,low-iq3,10280,237
237,low-iq3,10240,238
238,low-iq3,10360,239
239,low-iq3,10320,240
240,low-iq3,10280,241
241,low-iq3,10280,242
242,low-iq3,10400,243
243,low-iq3,10360,244
244,low-iq3,10340,245
245,low-iq3,10300,246
246,low-iq3,10300,247
247,low-iq3,10260,248
248,low-iq3,10240,249
249,low-iq3,10360,250
250,low-iq3,10360,251
251,low-iq3,10320,252
252,low-iq3,10300,253
253,low-iq3,10420,254
254,low-iq3,10420,255
255,low-iq3,10380,256
256,low-iq3,10360,257
257,low-iq3,10320,258
258,low-iq3,10280,259
259,low-iq3,10240,260
260,low-iq3,10220,261
261,low-iq3,10220,262
262,low-iq3,10340,263
263,low-iq3,10300,264
264,low-iq3,10280,265
265,low-iq3,10280,266
266,low-iq3,10240,267
267,low-iq3,10200,268
268,low-iq3,10180,269
269,low-iq3,10180,270
