,uuid,stack,round
0,low-iq3,9980,1
1,low-iq3,9980,2
2,low-iq3,9980,3
3,low-iq3,9940,4
4,low-iq3,9920,5
5,low-iq3,9880,6
6,low-iq3,9880,7
7,low-iq3,9900,8
8,low-iq3,9860,9
9,low-iq3,9820,10
10,low-iq3,9820,11
11,low-iq3,9780,12
12,low-iq3,9760,13
13,low-iq3,9760,14
14,low-iq3,9760,15
15,low-iq3,9800,16
16,low-iq3,9780,17
17,low-iq3,9780,18
18,low-iq3,9780,19
19,low-iq3,9740,20
20,low-iq3,9720,21
21,low-iq3,9720,22
22,low-iq3,9720,23
23,low-iq3,9680,24
24,low-iq3,9640,25
25,low-iq3,9640,26
26,low-iq3,9640,27
27,low-iq3,9600,28
28,low-iq3,9580,29
29,low-iq3,9580,30
30,low-iq3,9580,31
31,low-iq3,9540,32
32,low-iq3,9520,33
33,low-iq3,9580,34
34,low-iq3,9580,35
35,low-iq3,9540,36
36,low-iq3,9520,37
37,low-iq3,9520,38
38,low-iq3,9580,39
39,low-iq3,9540,40
40,low-iq3,9520,41
41,low-iq3,9520,42
42,low-iq3,9520,43
43,low-iq3,9480,44
44,low-iq3,9460,45
45,low-iq3,9460,46
46,low-iq3,9460,47
47,low-iq3,9480,48
48,low-iq3,9460,49
49,low-iq3,9460,50
50,low-iq3,9420,51
51,low-iq3,9380,52
52,low-iq3,9360,53
53,low-iq3,9360,54
54,low-iq3,9360,55
55,low-iq3,9320,56
56,low-iq3,9300,57
57,low-iq3,9300,58
58,low-iq3,9300,59
59,low-iq3,9260,60
60,low-iq3,9220,61
61,low-iq3,9320,62
62,low-iq3,9320,63
63,low-iq3,9280,64
64,low-iq3,9240,65
65,low-iq3,9240,66
66,low-iq3,9300,67
67,low-iq3,9260,68
68,low-iq3,9240,69
69,low-iq3,9240,70
70,low-iq3,9200,71
71,low-iq3,9160,72
72,low-iq3,9120,73
73,low-iq3,9080,74
74,low-iq3,9080,75
75,low-iq3,9040,76
76,low-iq3,9000,77
77,low-iq3,9060,78
78,low-iq3,9060,79
79,low-iq3,9020,80
80,low-iq3,9100,81
81,low-iq3,9180,82
82,low-iq3,9180,83
83,low-iq3,9140,84
84,low-iq3,9120,85
85,low-iq3,9120,86
86,low-iq3,9120,87
87,low-iq3,9140,88
88,low-iq3,9120,89
89,low-iq3,9120,90
90,low-iq3,9080,91
91,low-iq3,9040,92
92,low-iq3,9020,93
93,low-iq3,9020,94
94,low-iq3,8980,95
95,low-iq3,8940,96
96,low-iq3,8900,97
97,low-iq3,8860,98
98,low-iq3,8860,99
99,low-iq3,8820,100
100,low-iq3,8800,101
101,low-iq3,8760,102
102,low-iq3,8760,103
103,low-iq3,8720,104
104,low-iq3,8700,105
105,low-iq3,8700,106
106,low-iq3,8660,107
107,low-iq3,8620,108
108,low-iq3,8600,109
109,low-iq3,8600,110
110,low-iq3,8600,111
111,low-iq3,8560,112
112,low-iq3,8540,113
113,low-iq3,8540,114
114,low-iq3,8600,115
115,low-iq3,8560,116
116,low-iq3,8540,117
117,low-iq3,8540,118
118,low-iq3,8540,119
119,low-iq3,8500,120
120,low-iq3,8480,121
121,low-iq3,8480,122
122,low-iq3,8480,123
123,low-iq3,8440,124
124,low-iq3,8420,125
125,low-iq3,8420,126
126,low-iq3,8480,127
127,low-iq3,8440,128
128,low-iq3,8420,129
129,low-iq3,8420,130
130,low-iq3,8420,131
131,low-iq3,8380,132
132,low-iq3,8360,133
133,low-iq3,8360,134
134,low-iq3,8420,135
135,low-iq3,8380,136
136,low-iq3,8360,137
137,low-iq3,8320,138
138,low-iq3,8320,139
139,low-iq3,8280,140
140,low-iq3,8260,141
141,low-iq3,8320,142
142,low-iq3,8320,143
143,low-iq3,8280,144
144,low-iq3,8260,145
145,low-iq3,8260,146
146,low-iq3,8320,147
147,low-iq3,8280,148
148,low-iq3,8260,149
149,low-iq3,8220,150
150,low-iq3,8220,151
151,low-iq3,8180,152
152,low-iq3,8160,153
153,low-iq3,8160,154
154,low-iq3,8160,155
155,low-iq3,8200,156
156,low-iq3,8180,157
157,low-iq3,8180,158
158,low-iq3,8180,159
159,low-iq3,8140,160
160,low-iq3,8120,161
161,low-iq3,8120,162
162,low-iq3,8120,163
163,low-iq3,8080,164
164,low-iq3,8060,165
165,low-iq3,8060,166
166,low-iq3,8060,167
167,low-iq3,8020,168
168,low-iq3,8000,169
169,low-iq3,8000,170
170,low-iq3,8000,171
171,low-iq3,8020,172
172,low-iq3,8060,173
173,low-iq3,8120,174
174,low-iq3,8120,175
175,low-iq3,8160,176
176,low-iq3,8120,177
177,low-iq3,8220,178
178,low-iq3,8220,179
179,low-iq3,8180,180
180,low-iq3,8160,181
181,low-iq3,8160,182
182,low-iq3,8160,183
183,low-iq3,8120,184
184,low-iq3,8100,185
185,low-iq3,8100,186
186,low-iq3,8060,187
187,low-iq3,8020,188
188,low-iq3,7980,189
189,low-iq3,7980,190
190,low-iq3,7980,191
191,low-iq3,8000,192
192,low-iq3,7980,193
193,low-iq3,7980,194
194,low-iq3,7980,195
195,low-iq3,7940,196
196,low-iq3,7920,197
197,low-iq3,7880,198
198,low-iq3,7840,199
199,low-iq3,7800,200
200,low-iq3,7780,201
201,low-iq3,7780,202
202,low-iq3,7840,203
203,low-iq3,7800,204
204,low-iq3,7780,205
205,low-iq3,7780,206
206,low-iq3,7780,207
207,low-iq3,7740,208
208,low-iq3,7720,209
209,low-iq3,7800,210
210,low-iq3,7800,211
211,low-iq3,7760,212
212,low-iq3,7740,213
213,low-iq3,7740,214
214,low-iq3,7800,215
215,low-iq3,7760,216
216,low-iq3,7740,217
217,low-iq3,7740,218
218,low-iq3,7740,219
219,low-iq3,7700,220
220,low-iq3,7680,221
221,low-iq3,7680,222
222,low-iq3,7680,223
223,low-iq3,7700,224
224,low-iq3,7680,225
225,low-iq3,7680,226
226,low-iq3,7680,227
227,low-iq3,7640,228
228,low-iq3,7600,229
229,low-iq3,7600,230
230,low-iq3,7600,231
231,low-iq3,7640,232
232,low-iq3,7620,233
233,low-iq3,7620,234
234,low-iq3,7620,235
235,low-iq3,7640,236
236,low-iq3,7620,237
237,low-iq3,7620,238
238,low-iq3,7620,239
239,low-iq3,7580,240
240,low-iq3,7560,241
241,low-iq3,7560,242
242,low-iq3,7560,243
243,low-iq3,7520,244
244,low-iq3,7500,245
245,low-iq3,7560,246
246,low-iq3,7620,247
247,low-iq3,7580,248
248,low-iq3,7560,249
249,low-iq3,7560,250
250,low-iq3,7560,251
251,low-iq3,7520,252
252,low-iq3,7500,253
253,low-iq3,7500,254
254,low-iq3,7460,255
255,low-iq3,7420,256
256,low-iq3,7400,257
257,low-iq3,7400,258
258,low-iq3,7480,259
259,low-iq3,7440,260
260,low-iq3,7420,261
261,low-iq3,7480,262
262,low-iq3,7540,263
263,low-iq3,7500,264
264,low-iq3,7460,265
265,low-iq3,7460,266
266,low-iq3,7460,267
267,low-iq3,7480,268
268,low-iq3,7460,269
269,low-iq3,7460,270
270,low-iq3,7540,271
271,low-iq3,7500,272
272,low-iq3,7460,273
273,low-iq3,7420,274
274,low-iq3,7380,275
275,low-iq3,7340,276
276,low-iq3,7320,277
277,low-iq3,7320,278
278,low-iq3,7320,279
279,low-iq3,7280,280
280,low-iq3,7260,281
281,low-iq3,7260,282
282,low-iq3,7220,283
283,low-iq3,7240,284
284,low-iq3,7220,285
285,low-iq3,7300,286
286,low-iq3,7260,287
287,low-iq3,7220,288
288,low-iq3,7200,289
289,low-iq3,7200,290
290,low-iq3,7200,291
291,low-iq3,7160,292
292,low-iq3,7140,293
293,low-iq3,7140,294
294,low-iq3,7140,295
295,low-iq3,7100,296
296,low-iq3,7080,297
297,low-iq3,7180,298
298,low-iq3,7180,299
299,low-iq3,7200,300
300,low-iq3,7280,301
301,low-iq3,7280,302
302,low-iq3,7280,303
303,low-iq3,7240,304
304,low-iq3,7220,305
305,low-iq3,7220,306
306,low-iq3,7220,307
307,low-iq3,7180,308
308,low-iq3,7160,309
309,low-iq3,7160,310
310,low-iq3,7160,311
311,low-iq3,7120,312
312,low-iq3,7100,313
313,low-iq3,7100,314
314,low-iq3,7100,315
315,low-iq3,7060,316
316,low-iq3,7040,317
317,low-iq3,7040,318
318,low-iq3,7040,319
319,low-iq3,7000,320
320,low-iq3,6980,321
321,low-iq3,6940,322
322,low-iq3,6940,323
323,low-iq3,6900,324
324,low-iq3,6860,325
325,low-iq3,6860,326
326,low-iq3,6860,327
327,low-iq3,6880,328
328,low-iq3,6860,329
329,low-iq3,6860,330
330,low-iq3,6860,331
331,low-iq3,6820,332
332,low-iq3,6800,333
333,low-iq3,6920,334
334,low-iq3,6880,335
335,low-iq3,6840,336
336,low-iq3,6820,337
337,low-iq3,6820,338
338,low-iq3,6820,339
339,low-iq3,6780,340
340,low-iq3,6760,341
341,low-iq3,6760,342
342,low-iq3,6820,343
343,low-iq3,6780,344
344,low-iq3,6760,345
345,low-iq3,6760,346
346,low-iq3,6760,347
347,low-iq3,6720,348
348,low-iq3,6700,349
349,low-iq3,6700,350
350,low-iq3,6760,351
351,low-iq3,6820,352
352,low-iq3,6800,353
353,low-iq3,6800,354
354,low-iq3,6800,355
355,low-iq3,6820,356
356,low-iq3,6800,357
357,low-iq3,6860,358
358,low-iq3,6860,359
359,low-iq3,6820,360
360,low-iq3,6800,361
361,low-iq3,6800,362
362,low-iq3,6800,363
363,low-iq3,6760,364
364,low-iq3,6740,365
365,low-iq3,6740,366
366,low-iq3,6740,367
367,low-iq3,6700,368
368,low-iq3,6680,369
369,low-iq3,6640,370
370,low-iq3,6640,371
371,low-iq3,6600,372
372,low-iq3,6580,373
373,low-iq3,6540,374
374,low-iq3,6540,375
375,low-iq3,6500,376
376,low-iq3,6460,377
377,low-iq3,6420,378
378,low-iq3,6520,379
379,low-iq3,6480,380
380,low-iq3,6460,381
381,low-iq3,6460,382
382,low-iq3,6520,383
383,low-iq3,6540,384
384,low-iq3,6520,385
385,low-iq3,6520,386
386,low-iq3,6520,387
387,low-iq3,6480,388
388,low-iq3,6440,389
389,low-iq3,6440,390
390,low-iq3,6440,391
391,low-iq3,6400,392
392,low-iq3,6360,393
393,low-iq3,6360,394
394,low-iq3,6360,395
395,low-iq3,6320,396
